Year,Semester,Academic Year,CRN,Subject ,Course,Course Type,Credits,Title,Cap,Act,Instructor,Contact Hours,Faculty Type
2018,Spring,2017-2018,42038,CSIS,210,CS,0,Data Structures - Lab,16,12,Pauline White (P),2.0,FT Visitor/Teaching
2018,Spring,2017-2018,44219,CSIS,210,CS,0,Data Structures-Lab,16,4,Pauline White (P),2.0,FT Visitor/Teaching
2018,Spring,2017-2018,40280,CSIS,210,CS,3,Data Structures,32,16,Pauline White (P),2.0,FT Visitor/Teaching
2018,Spring,2017-2018,42897,CSIS,225,CS,0,Advanced Programming Lab,17,16,Darren T. Lim (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,40168,CSIS,225,CS,0,Advanced Programming Lab,16,13,Darren T. Lim (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,42898,CSIS,225,CS,0,Advanced Programming-Lab,16,12,Darren T. Lim (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,40279,CSIS,225,CS,3,Advanced Programming,24,19,Darren T. Lim (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,42896,CSIS,225,CS,3,Advanced Programming,24,22,Darren T. Lim (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,40586,CSIS,351,CS,3,Theory of Computation,24,8,Daniel J. DiTursi (P),3.0,FT Visitor/Teaching
2018,Spring,2017-2018,43592,CSIS,351,CS,3,Theory of Computation,24,24,Daniel J. DiTursi (P),3.0,FT Visitor/Teaching
2018,Spring,2017-2018,44481,CSIS,355,CS,3,Advanced Database,16,15,Scott L. Vandenberg (P),3.0,Tenure/Tenure Track
2018,Spring,2017-2018,42905,CSIS,385,CS,0,Design+Analysis of Alg Lab,16,16,James D. Teresco (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,42903,CSIS,385,CS,0,Design+Analysis of Alg Lab,16,13,James D. Teresco (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,43594,CSIS,385,CS,0,Design+Analysis of Alg-Lab,16,10,James D. Teresco (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,43595,CSIS,385,CS,3,Design+Analysis of Algorithm,24,23,James D. Teresco (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,42995,CSIS,385,CS,3,Design+Analysis of Algorithm,24,16,James D. Teresco (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,43880,CSIS,390,CS,0,Web Application Dev Lab,16,16,Eric A. Breimer (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,43881,CSIS,390,CS,0,Web Application Dev - Lab,16,13,Eric A. Breimer (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,43877,CSIS,390,CS,3,Web Application Development,32,29,Eric A. Breimer (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,43884,CSIS,400,CS,3,Cryptography,24,19,Daniel J. DiTursi (P),3.0,FT Visitor/Teaching
2018,Spring,2017-2018,44480,CSIS,400,CS,3,Proactive Cyber Security,32,32,John J. Armitage (P),3.0,FT Visitor/Teaching
2018,Spring,2017-2018,43598,CSIS,415,CS,0,Software Engineering II-Lab,16,11,Jami L. Cotler (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,43597,CSIS,415,CS,0,Software Engineering II-Lab,16,10,Jami L. Cotler (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,43997,CSIS,415,CS,0,Software Engineering II-Lab,16,16,Jami L. Cotler (P),2.0,Tenure/Tenure Track
2018,Spring,2017-2018,42045,CSIS,415,CS,3,Software Engineering II,38,37,Jami L. Cotler (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,30103,CSIS,10,IS,3,Intro to Computer Applicat,32,32,Laura Schindler (P),2.0,Adjunct
2019,Fall,2019-2020,30105,CSIS,10,IS,0,Intro to Computer App-Lab,16,15,Linda M. Armitage (P),2.0,Adjunct
2019,Fall,2019-2020,34637,CSIS,10,IS,0,Intro to Computer App-Lab,16,16,Mark D. Arunasalem (P),2.0,Adjunct
2019,Fall,2019-2020,34636,CSIS,10,IS,0,Intro to Computer App - Lab,16,16,Mark D. Arunasalem (P),2.0,Adjunct
2019,Fall,2019-2020,34634,CSIS,10,IS,3,Intro to Computer Applications,32,31,TBA,2.0,Adjunct
2019,Fall,2019-2020,30108,CSIS,10,IS,0,Intro to Computer App-Lab,16,16,Pauline White (P),2.0,FT Visitor/Teaching
2019,Fall,2019-2020,30910,CSIS,11,IS,1,Prob Solving With Spreadsheets,16,15,Mark D. Arunasalem (P),1.5,Adjunct
2019,Fall,2019-2020,34655,CSIS,11,IS,1,Prob Solving With Spreadsheets,16,7,Mark D. Arunasalem (P),1.5,Adjunct
2019,Fall,2019-2020,33605,CSIS,11,IS,1,Prob Solving With Spreadsheets,16,15,Daniel J. DiTursi (P),1.5,FT Visitor/Teaching
2019,Fall,2019-2020,34656,CSIS,11,IS,1,Prob Solving With Spreadsheets,16,16,Daniel J. DiTursi (P),1.5,FT Visitor/Teaching
2019,Fall,2019-2020,33602,CSIS,11,IS,1,Prob Solving With Spreadsheets,16,16,Eric A. Breimer (P),1.5,Tenure/Tenure Track
2019,Fall,2019-2020,34657,CSIS,11,IS,1,Prob Solving With Spreadsheets,16,16,Eric A. Breimer (P),1.5,Tenure/Tenure Track
2019,Fall,2019-2020,30111,CSIS,110,Both,0,Intro CS:Linux-Lab,15,7,Ira J Goldstein (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,30114,CSIS,110,Both,0,Intro CS:Linux-Lab,15,11,Ira J Goldstein (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,30109,CSIS,110,Both,3,Intro CS: Linux,30,18,Ira J Goldstein (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,30474,CSIS,110,Both,0,Intro CS:MM Python Prg-Lab,15,13,Margaret S. Fryling (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,32708,CSIS,110,Both,0,Intro CS:MM Python Prg Lab,15,11,Margaret S. Fryling (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,30110,CSIS,110,Both,3,Intro CS: MM Python Prg,30,24,Margaret S. Fryling (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,32711,CSIS,110,Both,0,Intro CS: Multimedia Lab,15,11,Robin Y. Flatland (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,32712,CSIS,110,Both,0,Intro CS: Multimedia Lab,15,14,Robin Y. Flatland (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,32709,CSIS,110,Both,3,Intro CS: Multimedia,30,25,Robin Y. Flatland (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,30112,CSIS,110,Both,0,Intro CS: Music Python -Lab,15,13,Scott L. Vandenberg (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,30147,CSIS,110,Both,0,Intro CS: Music Python-Lab,15,11,Scott L. Vandenberg (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,30527,CSIS,110,Both,3,Intro CS:Music Python,30,24,Scott L. Vandenberg (P),2.0,Tenure/Tenure Track
2019,Fall,2019-2020,32717,CSIS,114,IS,0,Management Information Sys-Lab,16,16,Laura Schindler (P),2.0,Adjunct
2019,Fall,2019-2020,30364,CSIS,114,IS,0,Management Information Sys-lab,16,12,Laura Schindler (P),2.0,Adjunct
2019,Fall,2019-2020,30309,CSIS,114,IS,3,CSIS-114: Management Information Systems,32,29,Laura Schindler (P),2.0,Adjunct
2019,Fall,2019-2020,35119,CSIS,114,IS,0,Management Information Sys-Lab,16,16,Linda M. Armitage (P),2.0,Adjunct
